ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
173627,Telangana,Warangal,Locality_89,Independent House,1.0,1795.0,186.67,0.1,2007.0,Furnished,7.0,6.0,18.0,1.0,8.0,Low,Yes,No,Gym,South,Owner,Under_Construction
21089,Karnataka,Mysore,Locality_186,Apartment,5.0,1675.0,209.6,0.13,1991.0,Semi-furnished,10.0,17.0,34.0,10.0,8.0,Medium,Yes,Yes,"Clubhouse, Gym, Garden, Playground, Pool",North,Broker,Under_Construction
191716,Haryana,Gurgaon,Locality_336,Independent House,1.0,3340.0,104.3,0.03,2002.0,Unfurnished,11.0,20.0,23.0,2.0,8.0,Low,Yes,No,"Playground, Pool, Garden, Clubhouse",North,Builder,Under_Construction
67834,Maharashtra,Mumbai,Locality_296,Independent House,1.0,3299.0,150.82,0.05,2008.0,Semi-furnished,19.0,30.0,17.0,8.0,6.0,High,No,No,"Gym, Garden",South,Broker,Under_Construction
93796,Assam,Guwahati,Locality_81,Independent House,1.0,3825.0,337.8,0.09,2006.0,Unfurnished,10.0,9.0,19.0,9.0,10.0,Medium,No,Yes,"Garden, Playground, Pool, Gym",South,Broker,Under_Construction
91309,Assam,Guwahati,Locality_321,Apartment,1.0,1194.0,204.89,0.17,2019.0,Unfurnished,22.0,13.0,6.0,3.0,7.0,Low,Yes,Yes,"Pool, Gym",East,Broker,Under_Construction
58691,Haryana,Faridabad,Locality_274,Apartment,5.0,3322.0,470.09,0.14,2009.0,Furnished,24.0,13.0,16.0,1.0,7.0,High,Yes,No,"Pool, Playground",South,Builder,Under_Construction
98083,Madhya Pradesh,Indore,Locality_339,Apartment,5.0,789.0,88.78,0.11,2013.0,Unfurnished,17.0,26.0,12.0,5.0,7.0,Low,Yes,No,"Gym, Garden",West,Owner,Under_Construction
135356,Uttar Pradesh,Lucknow,Locality_234,Villa,4.0,1176.0,476.45,0.41,1996.0,Unfurnished,4.0,27.0,29.0,2.0,10.0,Medium,Yes,No,"Clubhouse, Playground, Gym, Pool",South,Owner,Ready_to_Move
151357,Delhi,New Delhi,Locality_215,Independent House,5.0,3319.0,258.56,0.08,2021.0,Unfurnished,14.0,15.0,4.0,7.0,9.0,High,Yes,No,Gym,South,Broker,Under_Construction
130643,Rajasthan,Jaipur,Locality_407,Independent House,2.0,1471.0,442.68,0.3,1995.0,Furnished,26.0,14.0,30.0,6.0,5.0,High,No,Yes,"Playground, Clubhouse, Garden, Pool",West,Owner,Ready_to_Move
114913,Telangana,Hyderabad,Locality_21,Villa,2.0,4575.0,127.04,0.03,2009.0,Semi-furnished,15.0,26.0,16.0,3.0,6.0,High,No,No,"Pool, Garden, Clubhouse, Gym",South,Owner,Under_Construction
59538,Andhra Pradesh,Vijayawada,Locality_207,Villa,4.0,2958.0,438.48,0.15,2004.0,Semi-furnished,5.0,15.0,21.0,10.0,3.0,Medium,Yes,Yes,"Playground, Garden, Clubhouse, Pool",West,Owner,Under_Construction
104544,Punjab,Ludhiana,Locality_105,Apartment,4.0,657.0,101.76,0.15,1992.0,Unfurnished,25.0,10.0,33.0,5.0,6.0,Medium,Yes,No,"Gym, Clubhouse",South,Builder,Under_Construction
104977,Assam,Silchar,Locality_232,Villa,2.0,1611.0,287.07,0.18,1992.0,Furnished,10.0,2.0,33.0,7.0,4.0,High,Yes,No,Gym,East,Builder,Under_Construction
78828,Delhi,New Delhi,Locality_159,Apartment,3.0,4073.0,374.17,0.09,2015.0,Unfurnished,10.0,14.0,10.0,7.0,1.0,Low,Yes,No,Pool,North,Broker,Ready_to_Move
206602,Karnataka,Mysore,Locality_167,Villa,5.0,1453.0,422.89,0.29,2013.0,Furnished,27.0,26.0,12.0,1.0,10.0,High,Yes,Yes,"Clubhouse, Gym, Pool",North,Broker,Under_Construction
221558,Tamil Nadu,Chennai,Locality_95,Villa,1.0,564.0,83.54,0.15,1997.0,Unfurnished,18.0,19.0,28.0,8.0,6.0,Medium,Yes,No,"Clubhouse, Garden",West,Owner,Ready_to_Move
127316,Haryana,Faridabad,Locality_225,Villa,3.0,1355.0,132.12,0.1,2019.0,Semi-furnished,6.0,24.0,6.0,6.0,5.0,High,No,No,"Playground, Gym",North,Broker,Ready_to_Move
22250,Telangana,Hyderabad,Locality_325,Villa,2.0,903.0,58.68,0.06,2007.0,Semi-furnished,12.0,15.0,18.0,4.0,5.0,Low,No,No,"Gym, Garden, Pool, Clubhouse",South,Builder,Ready_to_Move
167696,Uttar Pradesh,Lucknow,Locality_285,Apartment,5.0,548.0,441.56,0.81,2021.0,Furnished,5.0,24.0,4.0,1.0,2.0,Low,No,Yes,"Playground, Pool, Clubhouse, Gym, Garden",West,Owner,Ready_to_Move
140228,Madhya Pradesh,Indore,Locality_154,Independent House,1.0,997.0,302.44,0.3,1991.0,Unfurnished,7.0,4.0,34.0,3.0,7.0,Low,No,No,"Gym, Playground",East,Owner,Under_Construction
241797,Kerala,Kochi,Locality_71,Independent House,2.0,3418.0,261.17,0.08,1998.0,Unfurnished,26.0,21.0,27.0,7.0,5.0,Medium,No,Yes,"Playground, Pool",East,Broker,Ready_to_Move
110896,Uttar Pradesh,Noida,Locality_142,Apartment,2.0,3593.0,359.66,0.1,1997.0,Semi-furnished,13.0,11.0,28.0,3.0,5.0,Low,Yes,No,"Pool, Playground, Gym, Garden, Clubhouse",West,Owner,Ready_to_Move
50707,Telangana,Hyderabad,Locality_198,Apartment,1.0,3716.0,301.75,0.08,1992.0,Unfurnished,15.0,4.0,33.0,1.0,8.0,High,Yes,Yes,"Garden, Gym, Clubhouse, Pool",North,Builder,Ready_to_Move
161554,Karnataka,Mysore,Locality_100,Villa,1.0,3541.0,15.66,0.0,2003.0,Furnished,3.0,26.0,22.0,4.0,9.0,High,No,No,"Gym, Garden, Clubhouse, Playground, Pool",East,Broker,Under_Construction
74313,Punjab,Ludhiana,Locality_88,Apartment,4.0,722.0,294.53,0.41,2003.0,Semi-furnished,0.0,16.0,22.0,3.0,3.0,Medium,No,No,"Playground, Clubhouse, Pool, Gym",East,Owner,Ready_to_Move
218237,Uttarakhand,Dehradun,Locality_227,Independent House,4.0,3636.0,372.66,0.1,2014.0,Unfurnished,4.0,18.0,11.0,3.0,1.0,High,Yes,No,"Clubhouse, Playground",West,Broker,Under_Construction
208508,Haryana,Faridabad,Locality_368,Independent House,5.0,1260.0,284.05,0.23,2021.0,Furnished,8.0,28.0,4.0,10.0,10.0,Low,Yes,No,Garden,South,Builder,Under_Construction
147815,Uttarakhand,Dehradun,Locality_206,Apartment,4.0,3626.0,118.89,0.03,1999.0,Furnished,29.0,27.0,26.0,4.0,9.0,Low,No,Yes,"Gym, Garden, Pool, Playground",West,Broker,Ready_to_Move
19350,Kerala,Trivandrum,Locality_398,Villa,3.0,3450.0,449.71,0.13,2021.0,Unfurnished,17.0,29.0,4.0,9.0,1.0,Medium,Yes,Yes,"Pool, Playground",East,Builder,Ready_to_Move
167139,Uttarakhand,Haridwar,Locality_413,Independent House,1.0,1369.0,419.36,0.31,2008.0,Unfurnished,7.0,19.0,17.0,5.0,9.0,High,No,No,"Garden, Clubhouse",South,Owner,Ready_to_Move
238552,Punjab,Ludhiana,Locality_493,Independent House,3.0,2848.0,319.05,0.11,1991.0,Furnished,17.0,26.0,34.0,2.0,7.0,High,No,No,"Clubhouse, Pool, Playground, Garden, Gym",North,Owner,Ready_to_Move
117625,Rajasthan,Jodhpur,Locality_393,Apartment,1.0,1543.0,477.97,0.31,1995.0,Furnished,25.0,21.0,30.0,8.0,7.0,High,No,No,Pool,North,Owner,Under_Construction
99716,West Bengal,Durgapur,Locality_163,Independent House,1.0,2394.0,398.91,0.17,2000.0,Semi-furnished,6.0,24.0,25.0,5.0,10.0,High,Yes,No,"Clubhouse, Playground",East,Builder,Ready_to_Move
190535,Karnataka,Bangalore,Locality_81,Independent House,2.0,3685.0,462.47,0.13,1993.0,Furnished,12.0,22.0,32.0,8.0,10.0,High,No,No,Garden,West,Owner,Under_Construction
160873,West Bengal,Durgapur,Locality_387,Independent House,3.0,1795.0,326.08,0.18,1996.0,Unfurnished,10.0,17.0,29.0,3.0,3.0,Low,No,Yes,"Playground, Garden, Pool",West,Builder,Under_Construction
51851,Odisha,Bhubaneswar,Locality_338,Villa,5.0,1148.0,95.42,0.08,1993.0,Semi-furnished,23.0,9.0,32.0,4.0,4.0,Low,Yes,Yes,"Clubhouse, Garden, Gym, Playground, Pool",South,Owner,Ready_to_Move
234829,Delhi,New Delhi,Locality_447,Villa,5.0,561.0,403.22,0.72,1997.0,Furnished,14.0,25.0,28.0,3.0,8.0,High,Yes,Yes,"Pool, Playground, Clubhouse, Gym, Garden",West,Broker,Ready_to_Move
162224,Haryana,Gurgaon,Locality_354,Apartment,5.0,2539.0,459.24,0.18,1990.0,Semi-furnished,26.0,4.0,35.0,9.0,5.0,High,Yes,Yes,"Playground, Clubhouse, Gym, Pool, Garden",East,Broker,Ready_to_Move
98906,Chhattisgarh,Bilaspur,Locality_104,Independent House,1.0,4802.0,385.23,0.08,1990.0,Semi-furnished,5.0,9.0,35.0,4.0,10.0,High,No,Yes,Gym,East,Builder,Ready_to_Move
230680,Chhattisgarh,Raipur,Locality_33,Apartment,2.0,4374.0,138.75,0.03,1990.0,Furnished,8.0,17.0,35.0,7.0,4.0,High,No,Yes,Clubhouse,South,Owner,Under_Construction
24134,Karnataka,Mangalore,Locality_194,Villa,2.0,2821.0,233.62,0.08,2018.0,Unfurnished,16.0,27.0,7.0,6.0,3.0,Low,No,No,Gym,East,Builder,Under_Construction
48688,Karnataka,Mangalore,Locality_283,Villa,1.0,2867.0,489.66,0.17,2023.0,Furnished,29.0,12.0,2.0,7.0,5.0,Medium,No,No,"Pool, Playground, Gym, Garden",East,Broker,Under_Construction
100333,Karnataka,Bangalore,Locality_111,Villa,5.0,1235.0,294.89,0.24,2002.0,Unfurnished,15.0,10.0,23.0,5.0,3.0,Low,No,No,"Clubhouse, Gym, Playground",East,Builder,Ready_to_Move
1150,Kerala,Kochi,Locality_266,Independent House,3.0,3909.0,31.1,0.01,2017.0,Semi-furnished,20.0,1.0,8.0,7.0,8.0,High,Yes,Yes,Clubhouse,West,Owner,Ready_to_Move
79605,Delhi,Dwarka,Locality_367,Independent House,4.0,1913.0,204.56,0.11,2007.0,Semi-furnished,0.0,29.0,18.0,7.0,9.0,Low,Yes,Yes,"Garden, Playground, Pool, Gym, Clubhouse",East,Broker,Under_Construction
57218,Haryana,Faridabad,Locality_117,Apartment,1.0,3314.0,188.76,0.06,2013.0,Unfurnished,2.0,28.0,12.0,3.0,5.0,Medium,No,No,"Gym, Pool, Garden, Playground, Clubhouse",East,Broker,Ready_to_Move
218781,Uttar Pradesh,Noida,Locality_154,Villa,3.0,1321.0,284.59,0.22,2005.0,Furnished,20.0,13.0,20.0,4.0,4.0,Medium,No,Yes,"Clubhouse, Garden",West,Owner,Ready_to_Move
97268,Rajasthan,Jaipur,Locality_217,Apartment,1.0,3199.0,294.44,0.09,1991.0,Furnished,9.0,18.0,34.0,2.0,7.0,High,Yes,Yes,"Pool, Clubhouse",South,Broker,Ready_to_Move
130978,Telangana,Warangal,Locality_356,Independent House,3.0,2790.0,231.05,0.08,2020.0,Unfurnished,28.0,9.0,5.0,6.0,1.0,Low,No,Yes,"Pool, Gym, Playground, Clubhouse",West,Broker,Under_Construction
80894,Kerala,Kochi,Locality_69,Villa,2.0,1025.0,52.82,0.05,1994.0,Furnished,25.0,3.0,31.0,10.0,4.0,Low,No,Yes,"Pool, Clubhouse, Playground, Garden, Gym",North,Broker,Under_Construction
137890,Punjab,Amritsar,Locality_320,Independent House,3.0,549.0,149.76,0.27,2022.0,Furnished,6.0,8.0,3.0,3.0,4.0,High,Yes,Yes,Garden,West,Builder,Ready_to_Move
129965,Uttarakhand,Dehradun,Locality_416,Independent House,4.0,2765.0,20.07,0.01,1990.0,Furnished,8.0,1.0,35.0,3.0,1.0,Medium,No,No,"Gym, Playground",North,Builder,Under_Construction
242272,Gujarat,Ahmedabad,Locality_275,Villa,3.0,901.0,436.33,0.48,2009.0,Furnished,18.0,17.0,16.0,3.0,7.0,Low,No,No,"Pool, Gym, Garden, Clubhouse, Playground",North,Owner,Under_Construction
171473,Madhya Pradesh,Bhopal,Locality_9,Villa,5.0,3473.0,28.78,0.01,1992.0,Semi-furnished,21.0,25.0,33.0,5.0,8.0,Low,No,No,"Garden, Playground, Pool",South,Broker,Under_Construction
36965,Gujarat,Ahmedabad,Locality_58,Apartment,3.0,4272.0,240.65,0.06,1994.0,Unfurnished,26.0,10.0,31.0,2.0,3.0,Low,No,No,"Clubhouse, Playground",North,Owner,Ready_to_Move
118598,Punjab,Ludhiana,Locality_362,Apartment,4.0,3283.0,59.77,0.02,1998.0,Furnished,24.0,15.0,27.0,6.0,2.0,High,No,No,"Clubhouse, Playground, Garden, Pool, Gym",South,Builder,Ready_to_Move
201160,West Bengal,Durgapur,Locality_74,Villa,4.0,2034.0,437.7,0.22,2011.0,Semi-furnished,18.0,27.0,14.0,4.0,5.0,High,No,No,"Playground, Garden, Gym",West,Owner,Ready_to_Move
105343,Andhra Pradesh,Vijayawada,Locality_422,Villa,5.0,4949.0,169.13,0.03,2020.0,Unfurnished,11.0,9.0,5.0,9.0,7.0,Medium,No,No,"Clubhouse, Garden, Playground, Gym",West,Builder,Ready_to_Move
41041,Tamil Nadu,Coimbatore,Locality_109,Independent House,1.0,2657.0,330.44,0.12,2015.0,Unfurnished,7.0,10.0,10.0,10.0,7.0,Low,Yes,Yes,"Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
98768,Assam,Silchar,Locality_471,Apartment,2.0,4292.0,465.05,0.11,2019.0,Unfurnished,12.0,21.0,6.0,6.0,9.0,High,Yes,Yes,"Gym, Garden, Clubhouse",West,Broker,Under_Construction
199496,Telangana,Hyderabad,Locality_435,Apartment,4.0,3598.0,267.4,0.07,2002.0,Unfurnished,20.0,30.0,23.0,6.0,2.0,Medium,Yes,No,"Playground, Gym",East,Owner,Ready_to_Move
171161,Gujarat,Surat,Locality_425,Villa,3.0,1652.0,183.49,0.11,2005.0,Unfurnished,24.0,2.0,20.0,8.0,3.0,Low,Yes,No,"Gym, Pool, Clubhouse, Playground",West,Builder,Under_Construction
8199,Punjab,Ludhiana,Locality_457,Apartment,3.0,759.0,131.52,0.17,1998.0,Unfurnished,19.0,28.0,27.0,4.0,9.0,Low,No,Yes,"Garden, Gym",West,Owner,Under_Construction
210605,Madhya Pradesh,Indore,Locality_210,Apartment,4.0,2062.0,180.99,0.09,2023.0,Semi-furnished,5.0,7.0,2.0,4.0,1.0,Medium,No,No,"Garden, Clubhouse, Playground, Pool, Gym",North,Owner,Ready_to_Move
209598,Punjab,Ludhiana,Locality_190,Apartment,3.0,2830.0,168.79,0.06,1993.0,Semi-furnished,0.0,7.0,32.0,2.0,8.0,High,No,Yes,Clubhouse,South,Builder,Under_Construction
99471,Haryana,Gurgaon,Locality_281,Independent House,3.0,2758.0,95.65,0.03,1998.0,Unfurnished,21.0,12.0,27.0,2.0,2.0,Medium,Yes,Yes,"Playground, Garden",East,Builder,Ready_to_Move
218932,Telangana,Warangal,Locality_114,Independent House,3.0,4285.0,419.23,0.1,1992.0,Semi-furnished,26.0,15.0,33.0,9.0,5.0,Medium,Yes,No,"Clubhouse, Gym, Playground, Pool",North,Broker,Under_Construction
170323,Odisha,Cuttack,Locality_422,Apartment,5.0,4821.0,404.34,0.08,2020.0,Furnished,29.0,18.0,5.0,4.0,1.0,Low,Yes,Yes,Clubhouse,South,Owner,Under_Construction
18382,Madhya Pradesh,Indore,Locality_449,Independent House,5.0,2062.0,13.57,0.01,2004.0,Semi-furnished,12.0,29.0,21.0,6.0,8.0,Medium,Yes,Yes,"Garden, Playground, Gym",East,Broker,Ready_to_Move
188598,Uttar Pradesh,Noida,Locality_293,Independent House,1.0,4639.0,466.59,0.1,2017.0,Semi-furnished,25.0,16.0,8.0,8.0,2.0,Low,No,No,"Clubhouse, Playground, Garden, Gym",West,Builder,Under_Construction
206783,Punjab,Ludhiana,Locality_42,Villa,3.0,2448.0,56.43,0.02,2007.0,Unfurnished,11.0,26.0,18.0,5.0,4.0,Medium,Yes,No,"Clubhouse, Playground, Pool, Gym",East,Broker,Under_Construction
216515,Uttarakhand,Dehradun,Locality_453,Independent House,2.0,2643.0,296.18,0.11,1997.0,Semi-furnished,19.0,8.0,28.0,10.0,4.0,High,Yes,Yes,Playground,North,Owner,Ready_to_Move
66911,Uttarakhand,Haridwar,Locality_400,Villa,2.0,865.0,237.1,0.27,2013.0,Furnished,16.0,7.0,12.0,6.0,7.0,Medium,No,No,"Clubhouse, Gym, Garden, Playground, Pool",East,Builder,Under_Construction
60271,Madhya Pradesh,Bhopal,Locality_96,Apartment,1.0,3382.0,127.4,0.04,1999.0,Semi-furnished,3.0,21.0,26.0,4.0,4.0,Medium,No,No,"Gym, Pool, Clubhouse, Garden",East,Builder,Ready_to_Move
183714,Kerala,Trivandrum,Locality_58,Apartment,3.0,4341.0,265.44,0.06,2004.0,Unfurnished,27.0,14.0,21.0,9.0,4.0,High,No,No,"Clubhouse, Gym, Playground, Garden",South,Owner,Under_Construction
58103,West Bengal,Kolkata,Locality_338,Villa,3.0,2713.0,268.01,0.1,1994.0,Furnished,11.0,3.0,31.0,5.0,1.0,Medium,Yes,No,Pool,North,Builder,Under_Construction
91463,Karnataka,Mysore,Locality_357,Independent House,1.0,1221.0,197.35,0.16,1998.0,Furnished,28.0,2.0,27.0,7.0,2.0,High,Yes,Yes,"Clubhouse, Pool, Gym",East,Builder,Ready_to_Move
234745,Chhattisgarh,Raipur,Locality_34,Apartment,4.0,4739.0,127.91,0.03,2010.0,Semi-furnished,24.0,1.0,15.0,1.0,5.0,Medium,Yes,Yes,Clubhouse,East,Builder,Ready_to_Move
26104,Gujarat,Surat,Locality_105,Apartment,4.0,4564.0,324.92,0.07,2021.0,Semi-furnished,25.0,9.0,4.0,8.0,3.0,High,Yes,No,"Garden, Playground, Pool",North,Owner,Under_Construction
1198,Telangana,Warangal,Locality_378,Apartment,1.0,3237.0,218.55,0.07,2007.0,Semi-furnished,6.0,10.0,18.0,8.0,8.0,Medium,Yes,No,"Playground, Garden, Pool, Gym, Clubhouse",South,Owner,Under_Construction
19358,Tamil Nadu,Coimbatore,Locality_48,Independent House,2.0,1460.0,184.09,0.13,2006.0,Unfurnished,6.0,7.0,19.0,3.0,7.0,Medium,No,No,"Pool, Gym, Clubhouse, Playground, Garden",North,Broker,Ready_to_Move
152081,Odisha,Cuttack,Locality_319,Apartment,4.0,1247.0,349.21,0.28,2005.0,Furnished,14.0,23.0,20.0,2.0,5.0,Low,No,No,"Clubhouse, Playground, Gym",North,Broker,Ready_to_Move
202870,Haryana,Gurgaon,Locality_370,Apartment,4.0,2945.0,451.63,0.15,2008.0,Furnished,27.0,15.0,17.0,5.0,3.0,High,No,No,"Garden, Playground",North,Broker,Under_Construction
222731,Maharashtra,Mumbai,Locality_17,Apartment,1.0,2298.0,159.32,0.07,2019.0,Unfurnished,26.0,2.0,6.0,2.0,6.0,Medium,Yes,No,"Playground, Gym",West,Builder,Under_Construction
169307,West Bengal,Kolkata,Locality_290,Villa,2.0,2332.0,343.91,0.15,2012.0,Unfurnished,7.0,8.0,13.0,7.0,4.0,High,No,No,Gym,North,Owner,Ready_to_Move
223650,Punjab,Amritsar,Locality_395,Apartment,4.0,4036.0,181.85,0.05,2016.0,Furnished,9.0,2.0,9.0,10.0,1.0,Low,No,No,"Playground, Garden",North,Owner,Ready_to_Move
228838,Karnataka,Bangalore,Locality_265,Apartment,2.0,4229.0,489.63,0.12,1993.0,Furnished,7.0,15.0,32.0,3.0,8.0,Medium,No,Yes,Clubhouse,North,Owner,Under_Construction
173728,Uttar Pradesh,Lucknow,Locality_192,Independent House,3.0,533.0,10.42,0.02,2014.0,Unfurnished,27.0,22.0,11.0,6.0,6.0,High,Yes,Yes,"Clubhouse, Pool, Garden, Playground",South,Broker,Under_Construction
236791,Jharkhand,Ranchi,Locality_500,Villa,5.0,2017.0,336.58,0.17,1990.0,Furnished,26.0,7.0,35.0,6.0,5.0,Low,No,Yes,Gym,East,Owner,Ready_to_Move
176435,Kerala,Trivandrum,Locality_200,Apartment,1.0,2395.0,186.56,0.08,2008.0,Unfurnished,24.0,22.0,17.0,2.0,6.0,High,Yes,Yes,"Garden, Clubhouse, Playground, Pool, Gym",South,Builder,Under_Construction
229601,Andhra Pradesh,Vijayawada,Locality_428,Independent House,3.0,4082.0,387.02,0.09,2014.0,Semi-furnished,29.0,22.0,11.0,9.0,6.0,Low,No,Yes,Garden,East,Owner,Ready_to_Move
127681,Bihar,Patna,Locality_192,Apartment,4.0,3330.0,83.75,0.03,1997.0,Furnished,3.0,16.0,28.0,5.0,10.0,Low,Yes,No,Playground,East,Builder,Under_Construction
73832,Odisha,Cuttack,Locality_406,Apartment,1.0,3756.0,475.03,0.13,2008.0,Semi-furnished,0.0,3.0,17.0,8.0,4.0,Medium,No,Yes,Garden,South,Broker,Ready_to_Move
186198,Punjab,Amritsar,Locality_8,Villa,2.0,3582.0,74.69,0.02,2012.0,Furnished,15.0,3.0,13.0,9.0,3.0,Low,No,No,"Garden, Clubhouse, Gym, Playground",East,Owner,Under_Construction
11215,Assam,Silchar,Locality_460,Apartment,3.0,3760.0,169.82,0.05,1990.0,Semi-furnished,30.0,6.0,35.0,3.0,6.0,Medium,No,Yes,"Garden, Clubhouse",West,Broker,Ready_to_Move
188601,Andhra Pradesh,Vijayawada,Locality_307,Villa,1.0,4967.0,59.78,0.01,1990.0,Semi-furnished,12.0,9.0,35.0,8.0,4.0,High,No,No,"Playground, Pool, Clubhouse, Gym",North,Owner,Under_Construction
15415,Maharashtra,Pune,Locality_348,Independent House,3.0,4312.0,399.9,0.09,2004.0,Unfurnished,3.0,13.0,21.0,5.0,8.0,Low,No,Yes,"Pool, Gym, Playground, Garden",East,Owner,Under_Construction
225946,Uttar Pradesh,Noida,Locality_440,Villa,5.0,983.0,448.96,0.46,2007.0,Semi-furnished,27.0,14.0,18.0,3.0,10.0,High,Yes,No,"Gym, Garden, Playground, Clubhouse, Pool",South,Broker,Under_Construction
101152,Chhattisgarh,Bilaspur,Locality_300,Villa,5.0,618.0,324.41,0.52,2005.0,Semi-furnished,12.0,17.0,20.0,9.0,10.0,High,No,Yes,"Playground, Garden, Pool, Gym",North,Broker,Ready_to_Move
189248,Andhra Pradesh,Vijayawada,Locality_110,Independent House,4.0,2161.0,430.93,0.2,1993.0,Furnished,24.0,27.0,32.0,4.0,2.0,High,Yes,Yes,"Garden, Clubhouse",East,Owner,Under_Construction
9221,Rajasthan,Jaipur,Locality_90,Apartment,1.0,3659.0,95.96,0.03,2004.0,Furnished,16.0,19.0,21.0,1.0,5.0,Low,Yes,No,"Pool, Garden, Gym, Playground, Clubhouse",South,Owner,Ready_to_Move
127774,Kerala,Kochi,Locality_190,Villa,2.0,851.0,450.74,0.53,1996.0,Semi-furnished,22.0,22.0,29.0,6.0,10.0,High,No,No,"Gym, Clubhouse, Garden, Playground, Pool",North,Owner,Under_Construction
121655,Andhra Pradesh,Vijayawada,Locality_175,Independent House,2.0,1957.0,137.35,0.07,2016.0,Semi-furnished,17.0,11.0,9.0,4.0,8.0,High,Yes,Yes,Clubhouse,South,Builder,Ready_to_Move
129531,Punjab,Amritsar,Locality_183,Independent House,2.0,4900.0,124.65,0.03,2000.0,Furnished,16.0,15.0,25.0,9.0,3.0,High,No,No,"Playground, Pool, Clubhouse, Gym, Garden",East,Builder,Ready_to_Move
223636,Andhra Pradesh,Vijayawada,Locality_327,Villa,5.0,1995.0,471.68,0.24,2022.0,Semi-furnished,20.0,18.0,3.0,5.0,3.0,Low,Yes,Yes,"Pool, Playground, Garden",East,Owner,Under_Construction
51536,Jharkhand,Jamshedpur,Locality_456,Villa,1.0,4756.0,146.24,0.03,2018.0,Unfurnished,19.0,5.0,7.0,6.0,8.0,Low,No,No,"Clubhouse, Playground, Garden, Gym",North,Builder,Under_Construction
28574,West Bengal,Kolkata,Locality_210,Apartment,3.0,3630.0,118.9,0.03,1991.0,Unfurnished,29.0,27.0,34.0,8.0,1.0,Medium,No,Yes,"Playground, Gym, Garden, Clubhouse, Pool",West,Broker,Ready_to_Move
47544,Bihar,Patna,Locality_94,Independent House,5.0,2284.0,195.89,0.09,2011.0,Furnished,26.0,29.0,14.0,5.0,9.0,Low,Yes,Yes,"Gym, Pool, Garden, Playground, Clubhouse",South,Builder,Under_Construction
63299,Assam,Guwahati,Locality_69,Villa,5.0,3761.0,397.64,0.11,2018.0,Unfurnished,11.0,17.0,7.0,6.0,2.0,Medium,No,No,"Garden, Clubhouse, Gym",East,Builder,Ready_to_Move
239597,Andhra Pradesh,Vijayawada,Locality_368,Apartment,5.0,2544.0,246.99,0.1,2014.0,Furnished,0.0,10.0,11.0,10.0,1.0,High,No,Yes,Garden,North,Broker,Under_Construction
224050,Bihar,Patna,Locality_360,Independent House,2.0,2677.0,41.96,0.02,1991.0,Unfurnished,28.0,6.0,34.0,8.0,10.0,High,No,Yes,"Clubhouse, Playground",South,Broker,Ready_to_Move
183516,Bihar,Patna,Locality_54,Independent House,3.0,3816.0,144.8,0.04,2015.0,Semi-furnished,10.0,9.0,10.0,8.0,2.0,Medium,No,No,Garden,East,Builder,Under_Construction
70732,Odisha,Bhubaneswar,Locality_305,Apartment,2.0,2179.0,494.62,0.23,2004.0,Semi-furnished,5.0,18.0,21.0,10.0,3.0,High,No,No,"Clubhouse, Pool, Gym, Playground, Garden",South,Builder,Ready_to_Move
120373,Tamil Nadu,Coimbatore,Locality_200,Villa,4.0,4082.0,260.83,0.06,2009.0,Furnished,30.0,21.0,16.0,5.0,5.0,Low,Yes,No,Gym,South,Broker,Under_Construction
459,Assam,Guwahati,Locality_333,Villa,3.0,4119.0,191.2,0.05,2003.0,Semi-furnished,3.0,11.0,22.0,2.0,2.0,High,No,No,"Clubhouse, Playground",North,Broker,Under_Construction
129758,Tamil Nadu,Chennai,Locality_50,Independent House,4.0,2003.0,469.67,0.23,2001.0,Semi-furnished,26.0,30.0,24.0,8.0,9.0,Medium,Yes,Yes,"Clubhouse, Garden, Gym",North,Broker,Ready_to_Move
81290,Maharashtra,Nagpur,Locality_439,Villa,1.0,2660.0,146.67,0.06,2021.0,Unfurnished,28.0,5.0,4.0,9.0,7.0,High,No,Yes,"Pool, Gym, Garden, Playground",East,Owner,Under_Construction
119202,Odisha,Cuttack,Locality_18,Villa,1.0,726.0,201.12,0.28,2004.0,Unfurnished,11.0,11.0,21.0,8.0,9.0,Medium,No,Yes,"Clubhouse, Playground",East,Owner,Under_Construction
228721,Gujarat,Surat,Locality_398,Villa,4.0,2453.0,424.3,0.17,2006.0,Furnished,4.0,18.0,19.0,6.0,5.0,Low,No,No,Clubhouse,East,Broker,Under_Construction
51624,Madhya Pradesh,Bhopal,Locality_206,Independent House,4.0,4501.0,316.05,0.07,2009.0,Semi-furnished,27.0,29.0,16.0,8.0,8.0,High,Yes,No,"Playground, Garden, Pool, Clubhouse",East,Builder,Under_Construction
205377,Uttarakhand,Dehradun,Locality_455,Villa,3.0,4691.0,273.64,0.06,1994.0,Unfurnished,2.0,7.0,31.0,2.0,1.0,High,No,Yes,"Garden, Clubhouse, Gym",West,Broker,Under_Construction
